group,x,y
wide_lines,67.66143127,51.06858459
wide_lines,68.67551605,50.46523481
wide_lines,69.08170998,55.4740531
wide_lines,69.04871649,66.36604575
wide_lines,67.30822338,71.59029658
wide_lines,38.71489941,76.39697782
wide_lines,35.54809488,89.30497584
wide_lines,36.71067294,86.074967
wide_lines,64.91266244,87.64579606
wide_lines,66.06413574,89.20866858
wide_lines,64.93592948,87.07213812
wide_lines,67.02655071,76.22251533
wide_lines,65.31403223,77.93874403
wide_lines,64.29521778,84.12585721
wide_lines,38.79801214,74.61063043
wide_lines,34.67575731,79.63759877
wide_lines,30.71926194,58.81206008
wide_lines,34.10515093,64.12919723
wide_lines,33.42337185,67.09574336
wide_lines,66.31380967,98.93102704
wide_lines,65.30963145,98.16515684
wide_lines,65.71407607,99.28376395
wide_lines,67.59345319,90.95190982
wide_lines,66.38801732,89.28123047
wide_lines,67.80618811,91.68817735
wide_lines,70.96261031,86.51812135
wide_lines,71.99363717,78.82094807
wide_lines,72.47983433,80.80068306
wide_lines,74.07842923,72.95153085
wide_lines,72.03628802,69.71604842
wide_lines,72.99818627,59.66564471
wide_lines,74.81213123,57.58988376
wide_lines,73.02730502,46.27418787
wide_lines,77.06711193,51.48691819
wide_lines,75.01713687,46.62244265
wide_lines,76.66530773,38.44025097
wide_lines,77.91587423,45.92684338
wide_lines,73.74204608,39.12098532
wide_lines,75.32981579,32.83035192
wide_lines,63.41043551,38.37773561
wide_lines,68.85648667,43.08414721
wide_lines,66.33778505,33.30651
wide_lines,64.2037185,26.6441143
wide_lines,64.49863483,22.86350133
wide_lines,68.89099061,27.29620567
wide_lines,72.37152334,21.96163975
wide_lines,69.76542497,19.99985045
wide_lines,68.62131244,18.91567644
wide_lines,64.29773717,20.42874969
wide_lines,66.69926509,18.59108534
wide_lines,67.54452768,16.44793813
wide_lines,63.94695198,18.69284545
wide_lines,64.38819207,15.77281228
wide_lines,65.57004569,23.76575822
wide_lines,38.40283688,19.04685867
wide_lines,37.83236002,14.46948945
wide_lines,36.90416117,13.58381575
wide_lines,36.28614305,17.10577073
wide_lines,62.78663259,13.9189931
wide_lines,66.81767922,11.41249716
wide_lines,66.75502141,18.08530514
wide_lines,65.41552839,10.46351221
wide_lines,36.94633144,13.5143775
wide_lines,37.82543474,9.601034295
wide_lines,36.72283794,9.333302107
wide_lines,67.07332178,6.049214582
wide_lines,64.60181811,12.00191696
wide_lines,65.43728218,15.54538608
wide_lines,67.00402238,15.34582664
wide_lines,66.72419207,5.249805481
wide_lines,68.30761876,13.28091652
wide_lines,68.76804828,13.52145655
wide_lines,74.16727175,5.349880873
wide_lines,64.90035797,16.24525837
wide_lines,68.76343355,8.700572944
wide_lines,66.81691392,12.27329434
wide_lines,67.30934665,0.21700627
wide_lines,34.73182931,19.60179507
wide_lines,33.67444215,26.09049021
wide_lines,75.62725502,37.12875195
wide_lines,40.61012542,89.13623987
wide_lines,39.11436645,96.48175132
wide_lines,34.58382893,89.58890199
